CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
182044,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
183784,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204472,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
206898,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
180604,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
182608,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
184433,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
196861,2,b'\xc2\xa6',b'',0.0,0.0,0.0
200454,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203149,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
208652,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
210074,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
176858,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
184778,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
195232,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
199369,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204421,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204969,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
176903,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
179284,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
179847,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
193357,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
208181,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
209910,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
181181,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
182137,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
193408,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
