CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
200865,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
200871,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
200874,2,b'\xc2\xa4',b'',0.0,0.0,0.0
200877,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
200880,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
200883,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
200886,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
200895,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
200907,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
200919,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
200922,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
200925,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
200931,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
200937,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
200952,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
200958,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
200970,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
200973,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
200976,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
200979,2,b'\xc2\xa4',b'',0.0,0.0,0.0
200982,2,b'\xc2\xa4',b'',0.0,0.0,0.0
200991,2,b'\xc2\xa3',b'',0.0,0.0,0.0
201000,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201003,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201006,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201009,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201015,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201021,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201027,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201030,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201036,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201039,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201042,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201054,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201057,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201060,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201072,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201075,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201078,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201081,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201084,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201087,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201093,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201096,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201099,2,b'\xc2\xa2',b'',0.0,0.0,0.0
201102,2,b'\xc2\xa3',b'',0.0,0.0,0.0
201111,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201114,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201120,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201123,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201129,2,b'\xc2\xa4',b'',0.0,0.0,0.0
201138,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201141,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201144,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201147,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201150,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201153,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201159,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201162,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201165,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201168,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201171,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201177,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201208,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201211,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201214,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201217,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201226,2,b'\xc2\xa4',b'',0.0,0.0,0.0
201229,2,b'\xc2\xa4',b'',0.0,0.0,0.0
201232,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201235,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201238,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201241,2,b'\xc2\xa4',b'',0.0,0.0,0.0
201244,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201250,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201256,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201259,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201265,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201271,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201274,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201289,2,b'\xc2\xa4',b'',0.0,0.0,0.0
201295,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201304,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201307,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201310,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201313,2,b'\xc2\xa7',b'\xc2\xa6',0.0,0.0,0.0
201316,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201319,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201322,2,b'\xc2\xa7',b'\xc2\xa6',0.0,0.0,0.0
201325,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201328,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201331,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
201337,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201373,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201376,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201379,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201385,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201388,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201394,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201397,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201400,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201415,2,b'\xc2\xa2',b'',0.0,0.0,0.0
201424,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201427,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201430,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201433,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201436,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201439,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201442,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201445,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201451,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201454,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201457,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201469,2,b'\xc2\xa2',b'',0.0,0.0,0.0
201478,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201484,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201487,2,b'\xc2\xa4',b'',0.0,0.0,0.0
201490,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201508,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201523,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201526,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201532,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201538,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201541,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201544,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201556,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201559,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201562,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201568,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201602,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201605,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201611,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201617,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201629,2,b'\xc2\xa4',b'\xc2\xa6',0.0,0.0,0.0
201635,2,b'\xc2\xa4',b'\xc2\xa2',0.0,0.0,0.0
201644,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201662,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201668,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201674,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201677,2,b'\xc2\xa6',b'',0.0,0.0,0.0
201680,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201683,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201686,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201692,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201695,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201701,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201704,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201710,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201716,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
